       290/3660      , 0.00064547,  0.0025293, 7.7604e-05,    -1.6033,  -0.013426
       291/3660      , 0.00064547,  0.0022219, -0.00020129,    -1.6035,  -0.014014
       292/3660      , 0.00064547,  0.0020689, -0.00019957,    -1.6035,  -0.014166
       293/3660      , 0.00064547,  0.0019335, -0.00028671,    -1.6037,   -0.01439
       294/3660      , 0.00064433,  0.0003891, 0.00010393,    -1.6064,  -0.015571
       295/3660      , 0.00064433, 0.00038995, 4.0139e-05,    -1.6069,  -0.015639
       296/3660      , 0.00064433, 0.00038903, -0.00014562,    -1.6072,  -0.015829
       297/3660      , 0.00064433, 0.00038861, -1.4575e-05,    -1.6072,  -0.015698
       298/3660      , 0.00064433, 0.00038822, -9.2999e-05,    -1.6073,  -0.015778
       299/3660      , 0.00064433, 0.00038896, -0.00012369,     -1.607,  -0.015805
       300/3660      ,  0.0006432,  0.0026288, 0.00012714,     -1.606,  -0.013304
       301/3660      ,  0.0006432,  0.0020911,  7.088e-05,    -1.6065,  -0.013903
       302/3660      ,  0.0006432,  0.0019943, -7.9336e-05,    -1.6061,  -0.014146
       303/3660      ,  0.0006432,  0.0020645,  0.0002434,    -1.6061,  -0.013753
       304/3660      ,  0.0006432,  0.0018412, -0.00027264,    -1.6054,  -0.014485
       305/3660      ,  0.0006432,  0.0017785, 2.1784e-05,    -1.6049,  -0.014249
       306/3660      , 0.00064206, 0.00045015, 3.2138e-05,    -1.6066,  -0.015584
       307/3660      , 0.00064206,  0.0004254, -1.5395e-05,    -1.6066,  -0.015656
       308/3660      , 0.00064206, 0.00042827, -8.6344e-05,     -1.607,  -0.015728
       309/3660      , 0.00064206, 0.00039921, -6.8429e-06,    -1.6066,  -0.015674
       310/3660      , 0.00064206, 0.00040864, -9.6351e-05,    -1.6063,  -0.015751
       311/3660      , 0.00064206,  0.0004054, -0.00012711,    -1.6058,  -0.015779
       312/3660      , 0.00064092,  0.0018936, -7.1928e-05,    -1.6062,   -0.01424
       313/3660      , 0.00064092,  0.0012595, 3.7078e-05,    -1.6069,  -0.014772
       314/3660      , 0.00064092,  0.0011293, 4.0646e-05,    -1.6069,  -0.014899
       315/3660      , 0.00064092,  0.0011212, 8.9472e-05,    -1.6065,  -0.014855
       316/3660      , 0.00064092,   0.001117, -7.2238e-05,    -1.6062,  -0.015017
       317/3660      , 0.00064092,   0.001123, -0.00019962,    -1.6057,  -0.015134
       318/3660      , 0.00063979,  0.0028073, 0.00021337,    -1.6048,  -0.013027
       319/3660      , 0.00063979,  0.0020858, 0.00026293,    -1.6058,   -0.01371
       320/3660      , 0.00063979,  0.0015657, -5.6424e-06,    -1.6065,  -0.014505
       321/3660      , 0.00063979,  0.0013568, -0.00010242,    -1.6062,  -0.014808
       322/3660      , 0.00063979,  0.0013324, -1.8365e-05,    -1.6064,   -0.01475
       323/3660      , 0.00063979, 0.00092031, 1.5257e-05,    -1.6064,  -0.015128
       324/3660      , 0.00063865, 0.00039141, -1.2745e-05,    -1.6076,  -0.015697
       325/3660      , 0.00063865, 0.00039147, -0.00010413,    -1.6078,  -0.015791
       326/3660      , 0.00063865, 0.00039226, -1.6349e-05,    -1.6074,  -0.015698
